id,year,school,dorm,mode,speed,target_units,is_early_riser,is_coffee_drinker,coffee_destination,coffee_duration_min,eats_lunch_on_campus_base,lunch_eateries,lunch_dining_halls,lunch_will_go_dorm,lunch_duration_min,lunch_avanti_eligible,lunch_yme_eligible,home_return_threshold_min,library_use_rate,library_destinations,eats_dinner_on_campus,dinner_duration_min,gym_days_per_week,gym_destination,gym_duration_min
621,2,hs_natural,Kimball,walk,1.33,14,False,True,Coupa GSB,11,0.85,CoHo|TAP|Voyager,Casper|Stern Dining,True,18,False,False,122,0.5,Huang|Lathrop,True,41,1,ACSR,21
622,2,hs_social,Meier,bike,4.47,15,True,True,CoHo,10,0.85,Treehouse|Olives|Coupa GSB,Lakeside|Branner Dining,True,40,False,False,187,0.65,Green|Huang,True,44,2,AOERC,20
623,4,engineering,EVGR,bike,4.16,12,False,True,Forbes,8,0.85,Subway|Treehouse|Coupa Green,Branner Dining|Casper,True,26,False,False,168,0.4,Huang|Y2E2,True,53,1,ACSR,88
624,1,hs_social,Larkin,bike,5.19,15,False,False,,7,0.85,Treehouse|TAP|Coupa GSB,Stern Dining|Wilbur Dining,False,40,False,False,59,0.65,Green|Lathrop,True,43,0,ACSR,81
625,4,hs_humanities,680 Lomita,bike,5.43,20,False,True,Coupa Green,8,0.85,Bytes|Panda|Coupa GSB,Stern Dining|FloMo Dining,False,30,False,False,71,0.65,Lathrop|Y2E2,True,34,5,AOERC,28
626,3,engineering,Roth,electric,6.17,17,False,True,Coupa Green,11,0.85,Forbes|Olives|CoHo,Stern Dining|Wilbur Dining,False,27,False,False,125,0.4,Huang|Y2E2,True,39,5,ACSR,45
627,4,engineering,aKDPhi/Chi Omega,bike,5.73,14,True,False,,8,0.85,Subway|Treehouse|Coupa Green,Stern Dining|Arrillaga,True,25,False,False,158,0.4,Y2E2|Huang,False,39,1,AOERC,51
628,2,hs_social,Crothers Memorial,bike,4.04,14,False,True,CoHo,7,0.85,Bytes|Coupa Green|Coupa GSB,Arrillaga|FloMo Dining,True,27,False,False,122,0.65,Lathrop|Lane,True,44,1,ACSR,73
629,3,hs_social,Sigma Phi Epsilon,bike,4.75,14,False,True,CoHo,9,0.85,Forbes|CoHo|Coupa Y2E2,Stern Dining|Wilbur Dining,True,31,False,False,125,0.65,Green|Lane,True,48,4,AOERC,72
630,1,engineering,Robinson,walk,1.31,15,False,True,CoHo,2,0.85,CODAB|Forbes|Coupa GSB,Ricker|Branner Dining,True,24,False,False,152,0.4,Green|Huang,False,16,0,AOERC,29
631,3,hs_interdisc,EVGR,bike,5.02,14,True,True,Forbes,6,0.85,Bytes|Coupa GSB|Treehouse,Arrillaga|Stern Dining,True,37,False,False,88,0.5,Green|Lane,True,50,0,ACSR,62
632,3,engineering,Twain,bike,4.77,13,False,True,Starbucks,8,0.85,Treehouse|TAP|Coupa Y2E2,Stern Dining|FloMo Dining,True,34,False,False,121,0.4,Huang|Lathrop,False,31,3,ACSR,30
633,3,hs_natural,Toussaint,bike,4.97,14,True,False,,6,0.85,Subway|Treehouse|Coupa Y2E2,Stern Dining|Ricker,False,34,False,False,104,0.5,Lathrop|Green,False,44,2,ACSR,74
634,3,hs_interdisc,EAST,bike,5.68,12,True,True,Bytes,9,0.85,Voyager|TAP|Bytes,Ricker|FloMo Dining,True,32,False,True,69,0.5,Lathrop|Huang,False,35,0,AOERC,47
635,2,hs_interdisc,EAST,bike,4.52,13,False,True,Coupa Y2E2,8,0.85,Coupa Y2E2|Subway|Olives,Ricker|EVGR Dining,True,16,False,True,130,0.5,Lathrop|Y2E2,True,37,2,AOERC,53
636,3,engineering,ZAP,bike,5.23,14,False,True,Coupa Green,11,0.85,Coupa GSB|TAP|CODAB,Stern Dining|FloMo Dining,True,21,False,False,122,0.4,Lathrop|Y2E2,True,27,0,ACSR,69
637,3,hs_interdisc,EVGR,bike,5.32,15,False,True,CoHo,6,0.85,Forbes|Panda|Olives,Wilbur Dining|Stern Dining,True,37,False,False,122,0.5,Huang|Y2E2,True,36,1,ACSR,66
638,1,engineering,West Lagunita,bike,4.66,14,False,True,Starbucks,8,0.85,Panda|Coupa Y2E2|Treehouse,Lakeside|FloMo Dining,False,33,False,False,115,0.4,Lathrop|Green,True,50,3,AOERC,65
639,3,engineering,Govco Suites,bike,5.27,14,True,True,Bytes,5,0.85,Coupa Y2E2|TAP|CODAB,Ricker|Lakeside,False,31,True,False,126,0.4,Huang|Lane,True,37,2,AOERC,60
640,2,engineering,Toyon,bike,5.71,13,True,True,Coupa Green,10,0.85,TAP|Coupa GSB|Panda,Branner Dining|Stern Dining,True,31,False,False,157,0.4,Green|Lathrop,False,24,0,ACSR,58
641,3,engineering,Pi Beta Phi,bike,4.67,13,False,True,CODAB,4,0.85,Coupa Green|Panda|Treehouse,Stern Dining|EVGR Dining,True,33,False,False,113,0.4,Green|Lathrop,False,38,3,ACSR,50
642,1,engineering,Muwekma-Tah-Ruk,bike,4.0,18,False,False,,10,0.85,Voyager|Panda|Subway,Stern Dining|Branner Dining,True,37,False,False,85,0.4,Huang|Lathrop,True,35,1,AOERC,51
643,1,hs_interdisc,Cardenal,bike,5.28,12,True,True,Starbucks,9,0.85,Olives|Subway|Treehouse,FloMo Dining|Arrillaga,True,25,False,False,37,0.5,Y2E2|Huang,True,21,2,AOERC,62
644,4,engineering,EVGR,bike,5.67,14,False,True,Coupa Y2E2,3,0.85,Coupa Green|Forbes|TAP,Ricker|FloMo Dining,True,31,False,False,98,0.4,Huang|Green,False,37,1,ACSR,76
645,1,hs_social,Larkin,bike,5.66,12,True,True,CoHo,5,0.85,Coupa Y2E2|Voyager|CODAB,Stern Dining|FloMo Dining,False,10,False,False,91,0.65,Y2E2|Lathrop,False,42,1,ACSR,55
646,2,hs_interdisc,Okada,walk,1.36,14,False,False,,5,0.85,Treehouse|TAP|CoHo,Wilbur Dining|Casper,True,21,False,False,110,0.5,Green|Lathrop,True,27,0,ACSR,79
647,3,hs_interdisc,Roble Hall,bike,5.46,14,True,True,CODAB,6,0.85,Olives|Voyager|CODAB,Lakeside|Casper,False,22,False,False,188,0.5,Lathrop|Y2E2,False,57,0,AOERC,70
648,3,hs_natural,Trancos,bike,5.56,14,True,False,,5,0.85,Panda|Coupa Y2E2|CODAB,Wilbur Dining|Lakeside,True,16,False,False,111,0.5,Green|Y2E2,False,26,0,ACSR,108
649,2,engineering,Norcliffe,bike,5.19,15,False,True,Coupa Y2E2,7,0.85,CODAB|Forbes|Coupa Green,Lakeside|Wilbur Dining,False,33,False,False,105,0.4,Y2E2|Green,False,24,3,AOERC,79
650,1,hs_natural,Robinson,bike,4.37,17,False,True,Starbucks,9,0.85,Coupa Y2E2|CoHo|Bytes,Ricker|FloMo Dining,False,26,False,False,98,0.5,Huang|Green,False,50,0,AOERC,76
651,3,hs_natural,Crothers Memorial,bike,4.96,12,False,False,,10,0.85,Forbes|Coupa Y2E2|Coupa Green,Arrillaga|Casper,True,29,False,False,117,0.5,Y2E2|Huang,False,32,0,ACSR,59
652,3,engineering,Junipero,bike,4.62,14,False,True,Coupa GSB,7,0.85,Olives|Bytes|Coupa Green,Wilbur Dining|Branner Dining,True,36,False,False,116,0.4,Huang|Y2E2,False,55,1,ACSR,45
653,2,engineering,Burbank,walk,1.38,12,True,False,,7,0.85,Bytes|Treehouse|Coupa Green,Stern Dining|Casper,True,22,False,False,149,0.4,Y2E2|Huang,True,36,0,ACSR,46
654,1,hs_natural,Castano,walk,1.65,14,False,False,,7,0.85,Panda|Coupa GSB|Treehouse,Casper|Wilbur Dining,True,51,False,False,57,0.5,Green|Lathrop,True,34,3,ACSR,57
655,2,hs_humanities,Robert Moore North,bike,4.12,12,True,True,Starbucks,10,0.85,Bytes|CoHo|Panda,Stern Dining|Branner Dining,True,28,False,False,147,0.65,Lathrop|Huang,True,42,2,AOERC,59
656,4,hs_humanities,Otero,bike,4.57,15,True,False,,8,0.85,Subway|Bytes|Coupa Green,Wilbur Dining|Arrillaga,False,23,False,False,119,0.65,Lathrop|Lane,False,54,2,ACSR,90
657,3,engineering,Norcliffe,walk,1.5,14,True,True,Forbes,9,0.85,Treehouse|Bytes|CoHo,Lakeside|Wilbur Dining,True,38,False,False,137,0.4,Lathrop|Huang,False,23,4,AOERC,33
658,2,engineering,Sigma Nu,walk,1.51,17,False,True,CODAB,8,0.85,Forbes|Subway|Coupa Y2E2,Stern Dining|Branner Dining,True,22,False,False,117,0.4,Green|Huang,True,30,5,ACSR,53
659,1,engineering,Branner,walk,1.5,14,True,True,Coupa GSB,6,0.85,Panda|Olives|Forbes,Branner Dining|Wilbur Dining,True,26,False,False,115,0.4,Y2E2|Huang,True,35,3,ACSR,86
660,1,hs_interdisc,Arroyo,walk,1.45,12,False,True,Starbucks,7,0.85,TAP|Subway|Olives,Wilbur Dining|FloMo Dining,True,31,False,False,131,0.5,Green|Lathrop,True,45,0,ACSR,99
661,1,hs_interdisc,Muwekma-Tah-Ruk,electric,7.96,15,False,False,,8,0.85,CoHo|Treehouse|Bytes,Stern Dining|Ricker,True,21,False,False,98,0.5,Lathrop|Y2E2,False,40,0,AOERC,45
662,1,engineering,Castano,walk,1.34,19,False,True,CODAB,8,0.85,CoHo|Panda|Coupa Y2E2,Casper|Ricker,True,36,False,False,82,0.4,Lathrop|Huang,False,49,0,ACSR,43
663,2,engineering,Toyon,bike,5.53,19,True,True,Coupa GSB,10,0.85,Bytes|Coupa Y2E2|Coupa Green,Branner Dining|Stern Dining,False,15,False,False,132,0.4,Lathrop|Y2E2,False,60,0,ACSR,63
664,3,engineering,Junipero,walk,1.36,13,True,True,Starbucks,8,0.85,Coupa Y2E2|Coupa GSB|Subway,Wilbur Dining|Arrillaga,True,24,False,False,127,0.4,Green|Lathrop,True,37,3,ACSR,66
665,2,engineering,Pi Beta Phi,walk,1.53,16,False,True,Coupa Green,7,0.85,Coupa GSB|Subway|Coupa Y2E2,Stern Dining|Lakeside,True,19,False,False,89,0.4,Huang|Y2E2,True,45,3,ACSR,46
666,2,hs_interdisc,Burbank,bike,4.4,13,False,True,CoHo,6,0.85,Forbes|Panda|Olives,Stern Dining|Casper,True,22,False,False,117,0.5,Huang|Y2E2,False,45,6,ACSR,45
667,2,hs_humanities,Alpha Phi/KKG,bike,5.17,15,False,False,,8,0.85,Voyager|CoHo|Treehouse,Stern Dining|Casper,True,39,False,False,85,0.65,Lathrop|Y2E2,True,57,3,ACSR,70
668,2,hs_humanities,Norcliffe,bike,5.15,14,False,False,,9,0.85,CoHo|Coupa GSB|Forbes,Lakeside|Casper,True,53,False,False,89,0.65,Lathrop|Lane,False,55,0,AOERC,90
669,1,engineering,Robinson,bike,4.68,17,False,False,,12,0.85,Subway|Olives|Coupa Green,Ricker|Casper,True,34,False,False,86,0.4,Huang|Lathrop,True,50,1,AOERC,69
670,2,hs_social,Okada,bike,4.87,14,False,True,Coupa GSB,10,0.85,Coupa GSB|Bytes|Treehouse,Wilbur Dining|Branner Dining,False,36,False,False,156,0.65,Lathrop|Huang,True,55,3,ACSR,88
671,1,engineering,Schiff,bike,5.71,16,False,True,CODAB,10,0.85,Olives|Coupa Y2E2|Panda,Ricker|Wilbur Dining,False,23,False,False,131,0.4,Huang|Lathrop,True,38,4,AOERC,58
672,3,hs_interdisc,Govco Suites,bike,4.53,14,False,True,Coupa Green,4,0.85,Olives|Coupa Y2E2|Bytes,Ricker|Lakeside,True,36,True,False,96,0.5,Y2E2|Lathrop,False,39,1,AOERC,71
673,2,hs_natural,Sigma Phi Epsilon,bike,4.29,12,False,False,,9,0.85,Panda|Olives|Bytes,Stern Dining|Lakeside,False,29,False,False,83,0.5,Y2E2|Lathrop,False,34,3,AOERC,74
674,1,hs_social,Lantana,bike,5.64,15,False,True,CoHo,9,0.85,Forbes|Treehouse|Coupa Green,Casper|Branner Dining,False,22,False,False,160,0.65,Huang|Green,False,41,4,ACSR,71
675,2,hs_interdisc,Murray,walk,1.31,14,False,True,Forbes,7,0.85,Voyager|Subway|TAP,Ricker|Wilbur Dining,True,23,False,True,212,0.5,Green|Lane,True,39,1,AOERC,55
676,3,hs_interdisc,Faisan,bike,4.67,15,True,False,,4,0.85,Coupa Y2E2|Panda|Coupa GSB,FloMo Dining|Casper,True,22,False,False,86,0.5,Y2E2|Green,False,40,0,AOERC,66
677,3,engineering,Columbae,bike,4.97,13,True,True,Coupa Y2E2,9,0.85,Olives|CoHo|Treehouse,Stern Dining|Arrillaga,True,29,False,False,86,0.4,Huang|Y2E2,True,52,5,ACSR,24
678,1,engineering,Crothers,bike,5.5,12,False,True,Coupa Green,6,0.85,Bytes|Coupa Green|Coupa GSB,Arrillaga|Casper,True,28,False,False,127,0.4,Lathrop|Huang,False,22,2,ACSR,79
679,1,engineering,Cedro,bike,5.24,14,True,False,,6,0.85,Bytes|TAP|Treehouse,Wilbur Dining|Arrillaga,False,20,False,False,120,0.4,Y2E2|Huang,False,21,2,ACSR,57
680,2,hs_social,Roble Hall,bike,5.63,15,True,True,Bytes,11,0.85,CODAB|Olives|TAP,Lakeside|Arrillaga,True,30,False,False,145,0.65,Huang|Green,False,26,1,AOERC,47
681,3,hs_social,Mirrielees,bike,4.58,16,True,False,,7,0.85,TAP|Forbes|Coupa GSB,EVGR Dining|Casper,True,24,False,False,97,0.65,Lathrop|Green,False,44,6,ACSR,53
682,4,hs_interdisc,Storey,bike,5.06,12,False,True,Forbes,7,0.85,Coupa Green|CoHo|Bytes,Stern Dining|Lakeside,False,38,False,False,93,0.5,Green|Lathrop,False,59,6,AOERC,104
683,2,hs_interdisc,Sigma Nu,bike,5.6,15,True,True,Bytes,7,0.85,Coupa Y2E2|CoHo|Olives,Stern Dining|Arrillaga,True,35,False,False,139,0.5,Lathrop|Huang,False,43,1,ACSR,47
684,4,engineering,576 Alvarado,bike,5.44,15,True,False,,8,0.85,TAP|CODAB|Coupa Y2E2,Stern Dining|Branner Dining,True,29,False,False,101,0.4,Huang|Y2E2,True,32,5,ACSR,38
685,3,hs_interdisc,Sally Ride,bike,4.92,14,True,False,,4,0.85,CoHo|Panda|Coupa Y2E2,Stern Dining|Arrillaga,True,27,False,False,154,0.5,Green|Y2E2,True,39,1,ACSR,37
686,3,hs_natural,Grove,bike,4.7,13,False,True,CODAB,5,0.85,Coupa Green|Olives|CODAB,Stern Dining|Lakeside,False,26,False,False,131,0.5,Y2E2|Huang,False,51,0,AOERC,67
687,1,engineering,Donner,bike,4.06,13,False,True,Coupa GSB,4,0.85,CoHo|Treehouse|TAP,Stern Dining|Wilbur Dining,True,28,False,False,124,0.4,Green|Y2E2,False,31,3,ACSR,75
688,2,hs_interdisc,Gavilan,bike,4.79,16,True,False,,9,0.85,Treehouse|Bytes|Forbes,FloMo Dining|Casper,False,33,False,False,99,0.5,Y2E2|Lathrop,False,46,1,AOERC,52
689,3,engineering,Mirrielees,walk,1.48,13,False,True,Bytes,6,0.85,CoHo|Coupa Green|Coupa GSB,EVGR Dining|Arrillaga,True,20,False,False,120,0.4,Lathrop|Lane,True,44,2,ACSR,49
690,3,engineering,Mirrielees,bike,5.15,12,False,True,CoHo,9,0.85,Coupa Y2E2|CODAB|Coupa GSB,EVGR Dining|Casper,False,25,False,False,154,0.4,Lathrop|Huang,False,61,3,ACSR,45
691,1,hs_interdisc,Larkin,bike,5.73,13,False,True,CoHo,8,0.85,Forbes|Coupa GSB|Panda,Stern Dining|Arrillaga,False,34,False,False,137,0.5,Huang|Y2E2,True,48,3,ACSR,76
692,4,engineering,Xanadu,bike,5.1,16,False,False,,8,0.85,Voyager|Forbes|CoHo,Stern Dining|Branner Dining,False,33,False,False,138,0.4,Huang|Lathrop,True,54,5,AOERC,36
693,3,hs_natural,Mars,walk,1.58,12,True,False,,10,0.85,CoHo|Panda|Olives,Stern Dining|Casper,True,21,False,False,171,0.5,Y2E2|Green,True,44,2,ACSR,34
694,4,hs_natural,Otero,walk,1.33,12,True,True,Forbes,10,0.85,Olives|Voyager|Panda,Wilbur Dining|Lakeside,True,34,False,False,115,0.5,Lathrop|Huang,True,44,3,ACSR,79
695,1,hs_social,Arroyo,bike,4.5,14,True,True,CoHo,6,0.85,Bytes|CoHo|Treehouse,Wilbur Dining|EVGR Dining,True,39,False,False,88,0.65,Huang|Lathrop,False,36,0,ACSR,70
696,1,hs_natural,Mirlo,walk,1.38,16,False,True,CoHo,9,0.85,Olives|CoHo|Voyager,FloMo Dining|Lakeside,True,23,False,False,78,0.5,Green|Y2E2,True,28,2,AOERC,20
697,1,hs_interdisc,Potter,bike,4.34,16,False,False,,10,0.85,Treehouse|Subway|CoHo,Ricker|FloMo Dining,True,28,False,False,131,0.5,Huang|Green,True,32,3,AOERC,72
698,2,engineering,Toyon,bike,4.81,16,True,True,Coupa Green,8,0.85,Coupa GSB|TAP|Panda,Branner Dining|FloMo Dining,True,39,False,False,128,0.4,Lathrop|Huang,False,38,1,ACSR,36
699,3,engineering,680 Lomita,walk,1.69,15,False,True,Coupa GSB,6,0.85,CODAB|Coupa GSB|Bytes,Stern Dining|Branner Dining,True,32,False,False,139,0.4,Green|Y2E2,True,51,6,AOERC,79
700,1,engineering,Robinson,walk,1.39,13,False,True,Coupa GSB,9,0.85,Treehouse|Olives|Bytes,Ricker|Stern Dining,True,34,False,False,164,0.4,Y2E2|Huang,False,39,1,AOERC,54
701,3,engineering,Delta Delta Delta,bike,5.76,13,False,True,Coupa GSB,10,0.85,Treehouse|Olives|Voyager,Stern Dining|Branner Dining,True,45,False,False,162,0.4,Lathrop|Y2E2,True,32,2,ACSR,93
702,3,hs_social,Casa Zapata,walk,1.45,20,False,True,Forbes,7,0.85,Olives|Coupa GSB|Coupa Green,Stern Dining|Arrillaga,True,35,False,False,156,0.65,Green|Lathrop,False,26,0,ACSR,46
703,3,hs_social,Govco Suites,bike,4.92,18,True,True,Coupa GSB,9,0.85,Forbes|Coupa Y2E2|CoHo,Ricker|Lakeside,True,29,True,False,125,0.65,Lathrop|Y2E2,False,37,2,AOERC,39
704,2,hs_natural,Potter,walk,1.62,13,False,False,,11,0.85,Subway|Coupa Y2E2|Panda,Ricker|Arrillaga,True,20,False,False,110,0.5,Y2E2|Lane,True,36,6,AOERC,82
705,1,engineering,Larkin,bike,4.13,15,True,False,,10,0.85,Forbes|CODAB|Bytes,Stern Dining|Lakeside,True,27,False,False,106,0.4,Huang|Lane,True,34,2,ACSR,71
706,2,hs_humanities,Paloma,electric,7.78,15,True,True,Coupa GSB,8,0.85,Subway|CoHo|Treehouse,FloMo Dining|Ricker,True,19,False,False,159,0.65,Lathrop|Green,False,44,0,AOERC,69
707,4,hs_social,Trancos,bike,5.47,16,True,True,CODAB,8,0.85,Forbes|Voyager|TAP,Wilbur Dining|Arrillaga,True,32,False,False,135,0.65,Lathrop|Huang,False,22,4,ACSR,81
708,4,doerr,Toyon,bike,5.55,13,False,True,Bytes,8,0.85,Coupa GSB|Coupa Green|Panda,Branner Dining|Stern Dining,True,31,False,False,105,0.5,Lane|Green,False,23,0,ACSR,76
709,1,hs_interdisc,Burbank,bike,5.26,15,False,True,CoHo,6,0.85,Coupa Green|Coupa GSB|Coupa Y2E2,Stern Dining|Wilbur Dining,True,21,False,False,134,0.5,Huang|Green,False,38,0,ACSR,85
710,2,hs_interdisc,Okada,bike,4.28,14,False,True,Coupa GSB,9,0.85,CODAB|CoHo|Forbes,Wilbur Dining|Casper,True,38,False,False,164,0.5,Lathrop|Huang,False,52,1,ACSR,57
711,1,doerr,Cedro,walk,1.33,12,True,True,Starbucks,9,0.85,Voyager|Forbes|Coupa Y2E2,Wilbur Dining|Lakeside,True,25,False,False,100,0.5,Green|Huang,False,40,0,ACSR,93
712,3,hs_natural,Roble Hall,bike,5.06,15,False,True,Bytes,5,0.85,Coupa Y2E2|CODAB|Forbes,Lakeside|Stern Dining,False,30,False,False,97,0.5,Green|Y2E2,False,54,2,AOERC,47
713,3,hs_interdisc,Jerry,electric,6.7,14,True,True,Forbes,8,0.85,Bytes|CODAB|Forbes,Stern Dining|Ricker,True,24,False,False,74,0.5,Y2E2|Green,True,62,6,AOERC,30
714,1,hs_interdisc,Robinson,bike,5.13,15,False,True,CoHo,6,0.85,Panda|CODAB|Treehouse,Ricker|Casper,False,14,False,False,121,0.5,Lane|Lathrop,True,32,0,AOERC,65
715,4,engineering,Govco Suites,walk,1.55,17,True,True,Coupa Y2E2,7,0.85,CODAB|CoHo|Coupa Y2E2,Ricker|FloMo Dining,False,37,True,False,98,0.4,Huang|Y2E2,False,29,0,AOERC,38
716,4,hs_natural,Roble Hall,bike,4.99,20,True,False,,5,0.85,Olives|Panda|CoHo,Lakeside|EVGR Dining,False,52,False,False,121,0.5,Huang|Lathrop,True,39,2,AOERC,74
717,1,engineering,Arroyo,walk,1.6,13,True,True,Coupa GSB,10,0.85,Olives|Treehouse|Coupa GSB,Wilbur Dining|Arrillaga,True,35,False,False,137,0.4,Huang|Green,False,55,6,ACSR,73
718,4,engineering,EVGR,walk,1.49,17,False,True,Coupa Green,7,0.85,CoHo|Coupa GSB|Forbes,FloMo Dining|Branner Dining,True,29,False,False,132,0.4,Huang|Green,True,37,1,ACSR,33
719,1,engineering,Branner,bike,5.46,15,False,True,CoHo,8,0.85,Coupa Y2E2|Coupa Green|Voyager,Branner Dining|Casper,True,31,False,False,89,0.4,Huang|Lathrop,True,40,0,ACSR,39
720,1,hs_interdisc,Castano,bike,5.71,15,False,True,Bytes,8,0.85,Coupa GSB|Voyager|Treehouse,Casper|Wilbur Dining,False,28,False,False,111,0.5,Y2E2|Green,False,56,1,ACSR,31
721,4,hs_interdisc,Govco Suites,walk,1.33,14,True,True,Forbes,6,0.85,Bytes|Coupa Y2E2|Subway,Ricker|Branner Dining,False,31,True,False,168,0.5,Lane|Huang,False,38,0,AOERC,33
722,1,hs_natural,Soto,electric,6.63,12,False,False,,11,0.85,CoHo|TAP|Olives,Wilbur Dining|Branner Dining,True,10,False,False,98,0.5,Green|Huang,True,38,0,ACSR,94
723,3,engineering,Columbae,bike,5.76,14,False,True,CODAB,8,0.85,Coupa GSB|CoHo|Forbes,Stern Dining|Branner Dining,False,21,False,False,128,0.4,Green|Lathrop,True,34,0,ACSR,56
724,2,hs_interdisc,Otero,bike,4.51,17,True,True,Coupa Green,7,0.85,Coupa Y2E2|CODAB|Bytes,Wilbur Dining|Arrillaga,True,38,False,False,142,0.5,Y2E2|Lathrop,False,39,2,ACSR,49
725,3,engineering,Kappa Alpha Theta,walk,1.59,15,False,False,,10,0.85,Panda|Coupa Green|Coupa GSB,Stern Dining|Arrillaga,True,31,False,False,186,0.4,Lathrop|Y2E2,False,42,3,ACSR,37
726,4,engineering,576 Alvarado,bike,4.41,17,False,True,Bytes,9,0.85,Coupa Green|Subway|Forbes,Stern Dining|Arrillaga,True,27,False,False,130,0.4,Lathrop|Y2E2,True,23,0,ACSR,92
727,4,hs_humanities,Adelfa,walk,1.59,13,True,True,Coupa Y2E2,7,0.85,Panda|Treehouse|Coupa Y2E2,Lakeside|Arrillaga,True,46,False,False,115,0.65,Lathrop|Y2E2,True,47,5,AOERC,33
728,1,hs_social,Larkin,bike,4.65,13,True,False,,9,0.85,TAP|Treehouse|Coupa Green,Stern Dining|Branner Dining,True,36,False,False,114,0.65,Y2E2|Huang,True,32,3,ACSR,46
729,1,hs_social,Alondra,bike,5.44,18,True,True,CoHo,10,0.85,TAP|Coupa Green|Forbes,FloMo Dining|Lakeside,True,34,False,False,101,0.65,Huang|Green,True,45,3,AOERC,37
730,1,engineering,Donner,bike,5.65,15,True,True,CODAB,9,0.85,Olives|Coupa Green|Forbes,Stern Dining|Lakeside,True,38,False,False,94,0.4,Huang|Y2E2,True,34,1,ACSR,37
731,4,engineering,Roble Hall,walk,1.6,15,True,True,CoHo,9,0.85,Coupa Y2E2|TAP|Subway,Lakeside|Ricker,False,24,False,False,98,0.4,Lathrop|Huang,False,19,1,AOERC,78
732,2,hs_social,Roble Hall,walk,1.3,14,True,True,Forbes,10,0.85,CODAB|TAP|Forbes,Lakeside|Stern Dining,True,47,False,False,91,0.65,Huang|Green,True,38,0,AOERC,44
733,2,engineering,Roble Hall,walk,1.54,15,False,True,Coupa Y2E2,8,0.85,Coupa Green|CoHo|Panda,Lakeside|Casper,False,44,False,False,86,0.4,Y2E2|Lathrop,True,22,0,AOERC,61
734,1,engineering,Castano,walk,1.42,15,False,True,Coupa GSB,8,0.85,Voyager|Coupa GSB|Coupa Green,Casper|Wilbur Dining,True,32,False,False,102,0.4,Huang|Green,False,34,1,ACSR,72
735,4,engineering,Kairos,bike,5.49,17,True,True,Coupa Y2E2,9,0.85,CODAB|TAP|Olives,Stern Dining|Arrillaga,True,42,False,False,94,0.4,Lane|Y2E2,False,34,3,ACSR,50
736,2,engineering,Potter,bike,5.58,14,False,True,Starbucks,11,0.85,Coupa Green|CoHo|Treehouse,Ricker|Lakeside,True,39,False,False,136,0.4,Lane|Y2E2,False,66,0,AOERC,95
737,1,hs_interdisc,Schiff,bike,5.0,15,False,True,CoHo,11,0.85,CODAB|Coupa GSB|TAP,Ricker|Stern Dining,False,26,False,False,146,0.5,Y2E2|Lane,False,37,3,AOERC,69
738,4,hs_humanities,Synergy,bike,4.95,12,True,True,Forbes,8,0.85,Treehouse|Panda|Coupa Y2E2,Stern Dining|Branner Dining,True,21,False,False,184,0.65,Green|Lathrop,False,51,1,AOERC,67
739,1,hs_interdisc,Branner,bike,4.76,14,False,True,Forbes,9,0.85,CoHo|Voyager|TAP,Branner Dining|Stern Dining,True,27,False,False,128,0.5,Y2E2|Lathrop,False,29,0,ACSR,54
740,2,hs_humanities,Crothers Memorial,walk,1.37,13,False,True,Bytes,10,0.85,Olives|Treehouse|Bytes,Arrillaga|FloMo Dining,False,34,False,False,131,0.65,Lathrop|Lane,True,34,1,ACSR,35
741,4,engineering,Mirrielees,bike,5.17,16,False,False,,4,0.85,CODAB|Coupa Green|Subway,EVGR Dining|Branner Dining,True,34,False,False,103,0.4,Huang|Y2E2,False,28,1,ACSR,30
742,2,hs_social,Roble Hall,walk,1.63,12,False,False,,5,0.85,Panda|Subway|Forbes,Lakeside|Ricker,False,34,False,False,89,0.65,Lathrop|Green,False,33,1,AOERC,50
743,2,hs_interdisc,Alpha Phi/KKG,walk,1.65,15,False,False,,4,0.85,Olives|Treehouse|TAP,Stern Dining|FloMo Dining,True,42,False,False,79,0.5,Lathrop|Y2E2,False,27,2,ACSR,49
744,4,engineering,Murray,bike,4.94,16,False,True,CODAB,7,0.85,CoHo|Olives|Forbes,Ricker|Stern Dining,True,26,False,True,149,0.4,Huang|Green,False,36,3,AOERC,75
745,4,engineering,EAST,bike,4.86,13,True,True,Bytes,5,0.85,Bytes|Coupa Green|CODAB,Ricker|Branner Dining,True,39,False,True,105,0.4,Huang|Y2E2,True,44,5,AOERC,45
746,4,hs_social,Potter,bike,5.11,12,False,True,Starbucks,7,0.85,Bytes|TAP|CoHo,Ricker|FloMo Dining,False,39,False,False,150,0.65,Green|Huang,False,44,1,AOERC,64
747,1,engineering,West Lagunita,walk,1.6,17,False,True,CODAB,7,0.85,Voyager|Olives|Treehouse,Lakeside|Arrillaga,True,23,False,False,132,0.4,Y2E2|Huang,True,40,0,AOERC,110
748,3,hs_interdisc,Mirrielees,walk,1.35,14,True,False,,8,0.85,Voyager|Forbes|Coupa GSB,EVGR Dining|FloMo Dining,True,32,False,False,124,0.5,Lathrop|Green,True,47,1,ACSR,32
749,2,engineering,Trancos,walk,1.33,15,True,True,Coupa Green,6,0.85,Panda|Olives|Subway,Wilbur Dining|FloMo Dining,False,29,False,False,134,0.4,Y2E2|Lathrop,True,42,2,ACSR,77
