course_code,subject,title,units_min,units_max,term,section_num,component,max_enrolled,curr_enrolled,building,days,start_time,end_time,start_date,end_date,school,level_num,level,section_id,is_anchor
120,MATH,Groups and Rings,4,4,2025-2026 Spring,1,LEC,60,42,380-380C,"Tuesday,Thursday",1:30:00 PM,2:50:00 PM,"Mar 30, 2026","Jun 3, 2026",hs_natural,120,intro,MATH-120-LEC-01,True
122,MATH,Modules and Group Representations,4,4,2025-2026 Spring,1,LEC,69,17,380-380X,"Monday,Wednesday,Friday",10:30:00 AM,11:20:00 AM,"Mar 30, 2026","Jun 3, 2026",hs_natural,122,intro,MATH-122-LEC-01,True
147,MATH,Differential Topology,4,4,2025-2026 Spring,1,LEC,137,22,370-370,"Tuesday,Thursday",9:00:00 AM,10:20:00 AM,"Mar 30, 2026","Jun 3, 2026",hs_natural,147,intro,MATH-147-LEC-01,True
158,MATH,Probability and Stochastic Differential Equations for Applications (CME 298),4,4,2025-2026 Spring,1,LEC,137,43,370-370,"Tuesday,Thursday",10:30:00 AM,11:50:00 AM,"Mar 30, 2026","Jun 3, 2026",hs_natural,158,intro,MATH-158-LEC-01,True
159,MATH,Discrete Probabilistic Methods,4,4,2025-2026 Spring,1,LEC,45,35,380-380Y,"Tuesday,Thursday",9:00:00 AM,10:20:00 AM,"Mar 30, 2026","Jun 3, 2026",hs_natural,159,intro,MATH-159-LEC-01,True
171,MATH,Fundamental Concepts of Analysis,4,4,2025-2026 Spring,1,LEC,52,37,380-380W,"Monday,Wednesday,Friday",12:30:00 PM,1:20:00 PM,"Mar 30, 2026","Jun 3, 2026",hs_natural,171,intro,MATH-171-LEC-01,True
172,MATH,Lebesgue Integration and Fourier Analysis,4,4,2025-2026 Spring,1,LEC,15,7,380-380W,"Tuesday,Thursday",1:30:00 PM,2:50:00 PM,"Mar 30, 2026","Jun 3, 2026",hs_natural,172,intro,MATH-172-LEC-01,True
198,MATH,Practical Training,1,1,2025-2026 Spring,1,PRA,5,6,,,,,"Mar 30, 2026","Jun 3, 2026",hs_natural,198,intro,MATH-198-PRA-01,True
205C,MATH,Topics in Harmonic Analysis,3,3,2025-2026 Spring,1,LEC,16,8,380-381T,"Tuesday,Thursday",10:30:00 AM,11:50:00 AM,"Mar 30, 2026","Jun 3, 2026",hs_natural,205,mid,MATH-205C-LEC-01,True
210C,MATH,Lie Theory,3,3,2025-2026 Spring,1,LEC,16,6,380-381T,"Tuesday,Thursday",1:30:00 PM,2:50:00 PM,"Mar 30, 2026","Jun 3, 2026",hs_natural,210,mid,MATH-210C-LEC-01,True
215C,MATH,Differential Geometry,3,3,2025-2026 Spring,1,LEC,25,10,380-380D,"Tuesday,Thursday",12:00:00 PM,1:20:00 PM,"Mar 30, 2026","Jun 3, 2026",hs_natural,215,mid,MATH-215C-LEC-01,True
228,MATH,"Stochastic Methods in Engineering (CME 308, MS&E 324)",3,3,2025-2026 Spring,1,LEC,80,2,200-034,"Monday,Wednesday,Friday",9:30:00 AM,11:20:00 AM,"Mar 30, 2026","Jun 3, 2026",hs_natural,228,mid,MATH-228-LEC-01,True
230C,MATH,Theory of Probability III (STATS 310C),3,3,2025-2026 Spring,1,LEC,40,1,Sequoia Hall 200,"Tuesday,Thursday",9:00:00 AM,10:20:00 AM,"Mar 30, 2026","Jun 3, 2026",hs_natural,230,mid,MATH-230C-LEC-01,True
232,MATH,Topics in Probability,3,3,2025-2026 Spring,1,LEC,52,5,380-380W,"Tuesday,Thursday",9:00:00 AM,10:20:00 AM,"Mar 30, 2026","Jun 3, 2026",hs_natural,232,mid,MATH-232-LEC-01,True
235,MATH,Modern Markov Chains (STATS 318),3,3,2025-2026 Spring,1,LEC,30,9,Sequoia Hall 200,"Monday,Wednesday",1:30:00 PM,2:50:00 PM,"Mar 30, 2026","Jun 3, 2026",hs_natural,235,mid,MATH-235-LEC-01,True
237,MATH,Stochastic Calculus,3,3,2025-2026 Spring,1,LEC,30,0,,,,,,,hs_natural,237,mid,MATH-237-LEC-01,True
245C,MATH,Topics in Algebraic Geometry,3,3,2025-2026 Spring,1,LEC,18,8,380-381U,"Tuesday,Thursday",9:00:00 AM,10:20:00 AM,"Mar 30, 2026","Jun 3, 2026",hs_natural,245,mid,MATH-245C-LEC-01,True
249C,MATH,Topics in Number Theory,3,3,2025-2026 Spring,1,LEC,16,7,380-381T,"Tuesday,Thursday",9:00:00 AM,10:20:00 AM,"Mar 30, 2026","Jun 3, 2026",hs_natural,249,mid,MATH-249C-LEC-01,True
272,MATH,Topics in Partial Differential Equations,3,3,2025-2026 Spring,1,LEC,42,9,380-380D,"Monday,Wednesday",10:30:00 AM,11:50:00 AM,"Mar 30, 2026","Jun 3, 2026",hs_natural,272,mid,MATH-272-LEC-01,True
282C,MATH,Fiber Bundles and Cobordism,3,3,2025-2026 Spring,1,LEC,16,10,380-380X,"Monday,Wednesday",1:30:00 PM,2:50:00 PM,"Mar 30, 2026","Jun 3, 2026",hs_natural,282,mid,MATH-282C-LEC-01,True
283C,MATH,Topics in Topology,3,3,2025-2026 Spring,1,LEC,16,6,380-381T,"Monday,Wednesday,Friday",12:30:00 PM,1:20:00 PM,"Mar 30, 2026","Jun 3, 2026",hs_natural,283,mid,MATH-283C-LEC-01,True
298,MATH,Graduate Practical Training,1,1,2025-2026 Spring,1,PRA,30,1,,,,,"Mar 30, 2026","Jun 3, 2026",hs_natural,298,mid,MATH-298-PRA-01,True
60,STATS,Introduction to Statistical Methods: Precalculus (PSYCH 10),5,5,2025-2026 Spring,6,DIS,40,5,Lathrop 014,Thursday,2:30:00 PM,3:20:00 PM,"Mar 30, 2026","Jun 3, 2026",hs_natural,60,seminar,STATS-60-DIS-06,False
60,STATS,Introduction to Statistical Methods: Precalculus (PSYCH 10),5,5,2025-2026 Spring,4,DIS,40,29,Lathrop 016,Thursday,3:30:00 PM,4:20:00 PM,"Mar 30, 2026","Jun 3, 2026",hs_natural,60,seminar,STATS-60-DIS-04,False
60,STATS,Introduction to Statistical Methods: Precalculus (PSYCH 10),5,5,2025-2026 Spring,2,DIS,38,26,Lathrop 180,Thursday,9:30:00 AM,10:20:00 AM,"Mar 30, 2026","Jun 3, 2026",hs_natural,60,seminar,STATS-60-DIS-02,False
60,STATS,Introduction to Statistical Methods: Precalculus (PSYCH 10),5,5,2025-2026 Spring,3,DIS,40,24,380-380W,Thursday,10:30:00 AM,11:20:00 AM,"Mar 30, 2026","Jun 3, 2026",hs_natural,60,seminar,STATS-60-DIS-03,False
60,STATS,Introduction to Statistical Methods: Precalculus (PSYCH 10),5,5,2025-2026 Spring,5,DIS,40,20,Hewlett Teaching Center Rm 101,Thursday,4:30:00 PM,5:20:00 PM,"Mar 30, 2026","Jun 3, 2026",hs_natural,60,seminar,STATS-60-DIS-05,False
60,STATS,Introduction to Statistical Methods: Precalculus (PSYCH 10),5,5,2025-2026 Spring,1,LEC,175,116,Hewlett Teaching Center 201,"Monday,Wednesday,Friday",1:30:00 PM,2:50:00 PM,"Mar 30, 2026","Jun 3, 2026",hs_natural,60,intro,STATS-60-LEC-01,True
117,STATS,Introduction to Probability Theory,3,4,2025-2026 Spring,6,DIS,25,20,Lathrop 014,Thursday,4:30:00 PM,5:20:00 PM,"Mar 30, 2026","Jun 3, 2026",hs_natural,117,intro,STATS-117-DIS-06,False
117,STATS,Introduction to Probability Theory,3,4,2025-2026 Spring,5,DIS,20,16,Gates100,Thursday,3:30:00 PM,4:20:00 PM,"Mar 30, 2026","Jun 3, 2026",hs_natural,117,intro,STATS-117-DIS-05,False
117,STATS,Introduction to Probability Theory,3,4,2025-2026 Spring,3,DIS,20,16,Gates100,Thursday,10:30:00 AM,11:20:00 AM,"Mar 30, 2026","Jun 3, 2026",hs_natural,117,intro,STATS-117-DIS-03,False
117,STATS,Introduction to Probability Theory,3,4,2025-2026 Spring,4,DIS,24,12,Green Earth Sciences150,Thursday,10:30:00 AM,11:20:00 AM,"Mar 30, 2026","Jun 3, 2026",hs_natural,117,intro,STATS-117-DIS-04,False
117,STATS,Introduction to Probability Theory,3,4,2025-2026 Spring,2,LEC,100,23,Shriram 104,"Monday,Wednesday,Friday",9:30:00 AM,10:20:00 AM,"Mar 30, 2026","Jun 3, 2026",hs_natural,117,intro,STATS-117-LEC-02,True
117,STATS,Introduction to Probability Theory,3,4,2025-2026 Spring,1,LEC,100,64,Shriram 104,"Monday,Wednesday,Friday",9:30:00 AM,10:20:00 AM,"Mar 30, 2026","Jun 3, 2026",hs_natural,117,intro,STATS-117-LEC-01,True
141,STATS,Introduction to Statistics for Biology (BIO 141),5,5,2025-2026 Spring,2,DIS,45,15,Hewlett Teaching Center 102,Thursday,9:30:00 AM,10:20:00 AM,"Mar 30, 2026","Jun 3, 2026",hs_natural,141,intro,STATS-141-DIS-02,False
141,STATS,Introduction to Statistics for Biology (BIO 141),5,5,2025-2026 Spring,4,DIS,28,6,STLC 104,Thursday,2:30:00 PM,3:20:00 PM,"Mar 30, 2026","Jun 3, 2026",hs_natural,141,intro,STATS-141-DIS-04,False
141,STATS,Introduction to Statistics for Biology (BIO 141),5,5,2025-2026 Spring,1,LEC,75,25,CODAB90,"Monday,Wednesday,Friday",9:30:00 AM,10:50:00 AM,"Mar 30, 2026","Jun 3, 2026",hs_natural,141,intro,STATS-141-LEC-01,True
200Q,STATS,Philosophical Foundations of Statistics (DATASCI 200Q),4,4,2025-2026 Spring,1,ISS,14,14,360-361A,"Monday,Wednesday",1:30:00 PM,2:50:00 PM,"Mar 30, 2026","Jun 3, 2026",hs_natural,200,mid,STATS-200Q-ISS-01,True
203,STATS,Regression Models and Analysis of Variance,3,3,2025-2026 Spring,1,LEC,100,59,Thornton 102,"Monday,Wednesday",4:30:00 PM,5:50:00 PM,"Mar 30, 2026","Jun 3, 2026",hs_natural,203,mid,STATS-203-LEC-01,True
207,STATS,Time Series Analysis (STATS 307),3,3,2025-2026 Spring,1,LEC,100,31,300-300,"Tuesday,Thursday",9:00:00 AM,10:20:00 AM,"Mar 30, 2026","Jun 3, 2026",hs_natural,207,mid,STATS-207-LEC-01,True
218,STATS,Introduction to Stochastic Processes II,3,3,2025-2026 Spring,1,LEC,50,21,60-109,"Tuesday,Thursday",4:30:00 PM,5:50:00 PM,"Mar 30, 2026","Jun 3, 2026",hs_natural,218,mid,STATS-218-LEC-01,True
229,STATS,Machine Learning (CS 229),3,4,2025-2026 Spring,2,DIS,999,3,,,,,,,hs_natural,229,mid,STATS-229-DIS-02,False
229,STATS,Machine Learning (CS 229),3,4,2025-2026 Spring,1,LEC,999,5,NVIDIA Auditorium,"Monday,Wednesday",3:00:00 PM,4:20:00 PM,"Mar 30, 2026","Jun 3, 2026",hs_natural,229,mid,STATS-229-LEC-01,True
242,STATS,NeuroTech Training Seminar (NSUR 239),1,1,2025-2026 Spring,1,SEM,28,0,,,,,,,hs_natural,242,mid,STATS-242-SEM-01,True
260C,STATS,Workshop in Biomedical Data Science (BMDS 280C),1,2,2025-2026 Spring,1,WKS,30,4,"Li Ka Shing Center, room 130",Thursday,1:30:00 PM,2:50:00 PM,"Mar 30, 2026","Jun 3, 2026",hs_natural,260,mid,STATS-260C-WKS-01,True
262,STATS,"Intermediate Biostatistics: Regression, Prediction, Survival Analysis (EPI 262)",3,3,2025-2026 Spring,1,LEC,63,11,"Alway Building, Room M106",Wednesday,11:30:00 AM,1:20:00 PM,"Mar 30, 2026","Jun 3, 2026",hs_natural,262,mid,STATS-262-LEC-01,True
262,STATS,"Intermediate Biostatistics: Regression, Prediction, Survival Analysis (EPI 262)",3,3,2025-2026 Spring,1,LEC,63,11,Remote,Monday,11:30:00 AM,1:20:00 PM,"Mar 30, 2026","Jun 3, 2026",hs_natural,262,mid,STATS-262-LEC-01,True
270,STATS,Bayesian Statistics (STATS 370),3,3,2025-2026 Spring,1,LEC,45,9,Hewlett Teaching Center Rm 101,"Tuesday,Thursday",3:00:00 PM,4:20:00 PM,"Mar 30, 2026","Jun 3, 2026",hs_natural,270,mid,STATS-270-LEC-01,True
292,STATS,Statistical Models of Text and Language,3,3,2025-2026 Spring,1,LEC,45,29,320-109,"Tuesday,Thursday",1:30:00 PM,2:50:00 PM,"Mar 30, 2026","Jun 3, 2026",hs_natural,292,mid,STATS-292-LEC-01,True
300C,STATS,Theory of Statistics III,3,3,2025-2026 Spring,1,LEC,40,21,Sequoia Hall 200,"Tuesday,Thursday",1:30:00 PM,2:50:00 PM,"Mar 30, 2026","Jun 3, 2026",hs_natural,300,advanced,STATS-300C-LEC-01,True
305C,STATS,Applied Statistics III,3,3,2025-2026 Spring,1,LEC,40,21,60-109,"Monday,Wednesday",1:30:00 PM,2:50:00 PM,"Mar 30, 2026","Jun 3, 2026",hs_natural,305,advanced,STATS-305C-LEC-01,True
307,STATS,Time Series Analysis (STATS 207),3,3,2025-2026 Spring,1,LEC,100,16,300-300,"Tuesday,Thursday",9:00:00 AM,10:20:00 AM,"Mar 30, 2026","Jun 3, 2026",hs_natural,307,advanced,STATS-307-LEC-01,True
310C,STATS,Theory of Probability III (MATH 230C),3,3,2025-2026 Spring,1,LEC,30,13,Sequoia Hall 200,"Tuesday,Thursday",9:00:00 AM,10:20:00 AM,"Mar 30, 2026","Jun 3, 2026",hs_natural,310,advanced,STATS-310C-LEC-01,True
318,STATS,Modern Markov Chains (MATH 235),3,3,2025-2026 Spring,1,LEC,30,5,Sequoia Hall 200,"Monday,Wednesday",1:30:00 PM,2:50:00 PM,"Mar 30, 2026","Jun 3, 2026",hs_natural,318,advanced,STATS-318-LEC-01,True
354,STATS,Generalization and Causality in Biohealth (CS 273D),1,3,2025-2026 Spring,1,LEC,37,9,380-380F,"Monday,Wednesday",10:30:00 AM,11:50:00 AM,"Mar 30, 2026","Jun 3, 2026",hs_natural,354,advanced,STATS-354-LEC-01,True
354,STATS,Generalization and Causality in Biohealth (CS 273D),1,3,2025-2026 Spring,2,LEC,25,7,380-380F,"Monday,Wednesday",10:30:00 AM,11:50:00 AM,"Mar 30, 2026","Jun 3, 2026",hs_natural,354,advanced,STATS-354-LEC-02,True
357,STATS,Reliability and Validity in Artificial Intelligence (MS&E 330),3,3,2025-2026 Spring,1,LEC,50,23,McCullough 122,"Monday,Wednesday",9:30:00 AM,10:50:00 AM,"Mar 30, 2026","Jun 3, 2026",hs_natural,357,advanced,STATS-357-LEC-01,True
361,STATS,Causal Inference,3,3,2025-2026 Spring,1,LEC,60,19,200-030,"Monday,Wednesday",3:00:00 PM,4:20:00 PM,"Mar 30, 2026","Jun 3, 2026",hs_natural,361,advanced,STATS-361-LEC-01,True
362,STATS,Topic: Monte Carlo,3,3,2025-2026 Spring,1,LEC,35,6,McCullough 126,"Monday,Wednesday",3:00:00 PM,4:20:00 PM,"Mar 30, 2026","Jun 3, 2026",hs_natural,362,advanced,STATS-362-LEC-01,True
370,STATS,Bayesian Statistics (STATS 270),3,3,2025-2026 Spring,1,LEC,999,7,Hewlett Teaching Center Rm 101,"Tuesday,Thursday",3:00:00 PM,4:20:00 PM,"Mar 30, 2026","Jun 3, 2026",hs_natural,370,advanced,STATS-370-LEC-01,True
390,STATS,Consulting Workshop,1,1,2025-2026 Spring,1,WKS,40,10,Sequoia Hall 200,Friday,12:30:00 PM,1:20:00 PM,"Mar 30, 2026","Jun 3, 2026",hs_natural,390,advanced,STATS-390-WKS-01,True
14N,PHYSICS,Quantum Information: Visions and Emerging Technologies,3,3,2025-2026 Spring,1,ISF,16,16,160-314,"Monday,Wednesday",1:30:00 PM,2:50:00 PM,"Mar 30, 2026","Jun 3, 2026",hs_natural,14,seminar,PHYSICS-14N-ISF-01,True
16,PHYSICS,The Origin and Development of the Cosmos,3,3,2025-2026 Spring,1,LEC,45,11,Hewlett Teaching Center Rm 101,"Tuesday,Thursday",1:30:00 PM,2:50:00 PM,"Mar 30, 2026","Jun 3, 2026",hs_natural,16,intro,PHYSICS-16-LEC-01,True
16,PHYSICS,The Origin and Development of the Cosmos,3,3,2025-2026 Spring,2,DIS,45,11,,Thursday,5:30:00 PM,6:20:00 PM,"Mar 30, 2026","Jun 3, 2026",hs_natural,16,seminar,PHYSICS-16-DIS-02,False
25,PHYSICS,Modern Physics,4,4,2025-2026 Spring,9,DIS,16,10,Departmental Room,Thursday,3:00:00 PM,4:20:00 PM,"Mar 30, 2026","Jun 3, 2026",hs_natural,25,seminar,PHYSICS-25-DIS-09,False
25,PHYSICS,Modern Physics,4,4,2025-2026 Spring,8,DIS,16,12,Departmental Room,Thursday,1:30:00 PM,2:50:00 PM,"Mar 30, 2026","Jun 3, 2026",hs_natural,25,seminar,PHYSICS-25-DIS-08,False
25,PHYSICS,Modern Physics,4,4,2025-2026 Spring,7,DIS,16,13,Departmental Room,Thursday,12:00:00 PM,1:20:00 PM,"Mar 30, 2026","Jun 3, 2026",hs_natural,25,seminar,PHYSICS-25-DIS-07,False
25,PHYSICS,Modern Physics,4,4,2025-2026 Spring,2,DIS,16,16,Departmental Room,Wednesday,11:30:00 AM,12:50:00 PM,"Mar 30, 2026","Jun 3, 2026",hs_natural,25,seminar,PHYSICS-25-DIS-02,False
25,PHYSICS,Modern Physics,4,4,2025-2026 Spring,3,DIS,16,16,Departmental Room,Wednesday,1:30:00 PM,2:50:00 PM,"Mar 30, 2026","Jun 3, 2026",hs_natural,25,seminar,PHYSICS-25-DIS-03,False
25,PHYSICS,Modern Physics,4,4,2025-2026 Spring,1,LEC,144,109,STLC 114,"Monday,Wednesday",9:00:00 AM,10:20:00 AM,"Mar 30, 2026","Jun 3, 2026",hs_natural,25,intro,PHYSICS-25-LEC-01,True
25,PHYSICS,Modern Physics,4,4,2025-2026 Spring,4,DIS,16,13,Departmental Room,Wednesday,1:30:00 PM,2:50:00 PM,"Mar 30, 2026","Jun 3, 2026",hs_natural,25,seminar,PHYSICS-25-DIS-04,False
25,PHYSICS,Modern Physics,4,4,2025-2026 Spring,5,DIS,16,13,Departmental Room,Wednesday,3:00:00 PM,4:20:00 PM,"Mar 30, 2026","Jun 3, 2026",hs_natural,25,seminar,PHYSICS-25-DIS-05,False
25,PHYSICS,Modern Physics,4,4,2025-2026 Spring,6,DIS,16,16,Departmental Room,Thursday,10:30:00 AM,11:50:00 AM,"Mar 30, 2026","Jun 3, 2026",hs_natural,25,seminar,PHYSICS-25-DIS-06,False
26,PHYSICS,Modern Physics Laboratory,1,1,2025-2026 Spring,1,LAB,112,104,,,,,"Mar 30, 2026","Jun 3, 2026",hs_natural,26,intro,PHYSICS-26-LAB-01,True
26,PHYSICS,Modern Physics Laboratory,1,1,2025-2026 Spring,8,LBS,16,14,Departmental Room,Monday,6:30:00 PM,8:20:00 PM,"Mar 30, 2026","Jun 3, 2026",hs_natural,26,seminar,PHYSICS-26-LBS-08,False
26,PHYSICS,Modern Physics Laboratory,1,1,2025-2026 Spring,7,LBS,16,14,Departmental Room,Tuesday,1:30:00 PM,3:20:00 PM,"Mar 30, 2026","Jun 3, 2026",hs_natural,26,seminar,PHYSICS-26-LBS-07,False
26,PHYSICS,Modern Physics Laboratory,1,1,2025-2026 Spring,6,LBS,16,15,Departmental Room,Tuesday,11:30:00 AM,1:20:00 PM,"Mar 30, 2026","Jun 3, 2026",hs_natural,26,seminar,PHYSICS-26-LBS-06,False
26,PHYSICS,Modern Physics Laboratory,1,1,2025-2026 Spring,4,LBS,16,15,Departmental Room,Monday,3:30:00 PM,5:20:00 PM,"Mar 30, 2026","Jun 3, 2026",hs_natural,26,seminar,PHYSICS-26-LBS-04,False
26,PHYSICS,Modern Physics Laboratory,1,1,2025-2026 Spring,3,LBS,16,16,Departmental Room,Monday,1:30:00 PM,3:20:00 PM,"Mar 30, 2026","Jun 3, 2026",hs_natural,26,seminar,PHYSICS-26-LBS-03,False
26,PHYSICS,Modern Physics Laboratory,1,1,2025-2026 Spring,2,LBS,17,17,Departmental Room,Monday,11:30:00 AM,1:20:00 PM,"Mar 30, 2026","Jun 3, 2026",hs_natural,26,seminar,PHYSICS-26-LBS-02,False
26,PHYSICS,Modern Physics Laboratory,1,1,2025-2026 Spring,5,LBS,16,13,Departmental Room,Tuesday,9:30:00 AM,11:20:00 AM,"Mar 30, 2026","Jun 3, 2026",hs_natural,26,seminar,PHYSICS-26-LBS-05,False
43,PHYSICS,Electricity and Magnetism,4,4,2025-2026 Spring,5,DIS,16,7,Departmental Room,Thursday,12:00:00 PM,1:20:00 PM,"Mar 30, 2026","Jun 3, 2026",hs_natural,43,seminar,PHYSICS-43-DIS-05,False
43,PHYSICS,Electricity and Magnetism,4,4,2025-2026 Spring,1,LEC,112,77,Lathrop 282,"Tuesday,Thursday",9:00:00 AM,10:20:00 AM,"Mar 30, 2026","Jun 3, 2026",hs_natural,43,intro,PHYSICS-43-LEC-01,True
43,PHYSICS,Electricity and Magnetism,4,4,2025-2026 Spring,16,DIS,16,10,160-326,Thursday,3:00:00 PM,4:20:00 PM,"Mar 30, 2026","Jun 3, 2026",hs_natural,43,seminar,PHYSICS-43-DIS-16,False
43,PHYSICS,Electricity and Magnetism,4,4,2025-2026 Spring,15,DIS,16,11,160-329,Thursday,1:30:00 PM,2:50:00 PM,"Mar 30, 2026","Jun 3, 2026",hs_natural,43,seminar,PHYSICS-43-DIS-15,False
43,PHYSICS,Electricity and Magnetism,4,4,2025-2026 Spring,13,DIS,16,15,Departmental Room,Thursday,12:00:00 PM,1:20:00 PM,"Mar 30, 2026","Jun 3, 2026",hs_natural,43,seminar,PHYSICS-43-DIS-13,False
43,PHYSICS,Electricity and Magnetism,4,4,2025-2026 Spring,12,DIS,16,14,Departmental Room,Friday,1:30:00 PM,2:50:00 PM,"Mar 30, 2026","Jun 3, 2026",hs_natural,43,seminar,PHYSICS-43-DIS-12,False
43,PHYSICS,Electricity and Magnetism,4,4,2025-2026 Spring,11,DIS,16,13,Departmental Room,Friday,11:30:00 AM,12:50:00 PM,"Mar 30, 2026","Jun 3, 2026",hs_natural,43,seminar,PHYSICS-43-DIS-11,False
43,PHYSICS,Electricity and Magnetism,4,4,2025-2026 Spring,10,DIS,16,12,Departmental Room,Friday,9:30:00 AM,10:50:00 AM,"Mar 30, 2026","Jun 3, 2026",hs_natural,43,seminar,PHYSICS-43-DIS-10,False
43,PHYSICS,Electricity and Magnetism,4,4,2025-2026 Spring,9,DIS,16,7,160-319,Thursday,3:00:00 PM,4:20:00 PM,"Mar 30, 2026","Jun 3, 2026",hs_natural,43,seminar,PHYSICS-43-DIS-09,False
43,PHYSICS,Electricity and Magnetism,4,4,2025-2026 Spring,7,DIS,16,15,Departmental Room,Thursday,1:30:00 PM,2:50:00 PM,"Mar 30, 2026","Jun 3, 2026",hs_natural,43,seminar,PHYSICS-43-DIS-07,False
43,PHYSICS,Electricity and Magnetism,4,4,2025-2026 Spring,21,DIS,16,11,Departmental Room,Friday,1:30:00 PM,2:50:00 PM,"Mar 30, 2026","Jun 3, 2026",hs_natural,43,seminar,PHYSICS-43-DIS-21,False
43,PHYSICS,Electricity and Magnetism,4,4,2025-2026 Spring,19,DIS,16,11,Departmental Room,Friday,11:30:00 AM,12:50:00 PM,"Mar 30, 2026","Jun 3, 2026",hs_natural,43,seminar,PHYSICS-43-DIS-19,False
43,PHYSICS,Electricity and Magnetism,4,4,2025-2026 Spring,20,DIS,16,2,Departmental Room,Friday,11:30:00 AM,12:50:00 PM,"Mar 30, 2026","Jun 3, 2026",hs_natural,43,seminar,PHYSICS-43-DIS-20,False
43,PHYSICS,Electricity and Magnetism,4,4,2025-2026 Spring,17,DIS,16,2,Departmental Room,Thursday,3:00:00 PM,4:20:00 PM,"Mar 30, 2026","Jun 3, 2026",hs_natural,43,seminar,PHYSICS-43-DIS-17,False
43,PHYSICS,Electricity and Magnetism,4,4,2025-2026 Spring,18,DIS,16,10,Departmental Room,Friday,9:30:00 AM,10:50:00 AM,"Mar 30, 2026","Jun 3, 2026",hs_natural,43,seminar,PHYSICS-43-DIS-18,False
43,PHYSICS,Electricity and Magnetism,4,4,2025-2026 Spring,4,DIS,16,9,Departmental Room,Thursday,10:30:00 AM,11:50:00 AM,"Mar 30, 2026","Jun 3, 2026",hs_natural,43,seminar,PHYSICS-43-DIS-04,False
43,PHYSICS,Electricity and Magnetism,4,4,2025-2026 Spring,2,LEC,144,86,Lathrop 282,"Tuesday,Thursday",10:30:00 AM,11:50:00 AM,"Mar 30, 2026","Jun 3, 2026",hs_natural,43,intro,PHYSICS-43-LEC-02,True
43,PHYSICS,Electricity and Magnetism,4,4,2025-2026 Spring,14,DIS,16,14,Departmental Room,Thursday,1:30:00 PM,2:50:00 PM,"Mar 30, 2026","Jun 3, 2026",hs_natural,43,seminar,PHYSICS-43-DIS-14,False
43S,PHYSICS,STEMentors in Physics 43,1,1,2025-2026 Spring,9,LEC,10,1,Thornton 209,Wednesday,5:30:00 PM,6:20:00 PM,"Mar 30, 2026","Jun 3, 2026",hs_natural,43,intro,PHYSICS-43S-LEC-09,True
43S,PHYSICS,STEMentors in Physics 43,1,1,2025-2026 Spring,6,LEC,10,1,Thornton 210,Wednesday,11:30:00 AM,12:20:00 PM,"Mar 30, 2026","Jun 3, 2026",hs_natural,43,intro,PHYSICS-43S-LEC-06,True
43S,PHYSICS,STEMentors in Physics 43,1,1,2025-2026 Spring,5,LEC,10,2,Thornton 209,Wednesday,1:30:00 PM,2:20:00 PM,"Mar 30, 2026","Jun 3, 2026",hs_natural,43,intro,PHYSICS-43S-LEC-05,True
43S,PHYSICS,STEMentors in Physics 43,1,1,2025-2026 Spring,11,LEC,10,2,160-120,Wednesday,9:30:00 AM,10:20:00 AM,"Mar 30, 2026","Jun 3, 2026",hs_natural,43,intro,PHYSICS-43S-LEC-11,True
43S,PHYSICS,STEMentors in Physics 43,1,1,2025-2026 Spring,2,LEC,10,3,Thornton 209,Wednesday,10:30:00 AM,11:20:00 AM,"Mar 30, 2026","Jun 3, 2026",hs_natural,43,intro,PHYSICS-43S-LEC-02,True
43S,PHYSICS,STEMentors in Physics 43,1,1,2025-2026 Spring,3,LEC,10,5,Thornton 209,Wednesday,11:30:00 AM,12:20:00 PM,"Mar 30, 2026","Jun 3, 2026",hs_natural,43,intro,PHYSICS-43S-LEC-03,True
43S,PHYSICS,STEMentors in Physics 43,1,1,2025-2026 Spring,8,LEC,10,5,Thornton 209,Wednesday,4:30:00 PM,5:20:00 PM,"Mar 30, 2026","Jun 3, 2026",hs_natural,43,intro,PHYSICS-43S-LEC-08,True
43S,PHYSICS,STEMentors in Physics 43,1,1,2025-2026 Spring,7,LEC,10,1,Thornton 209,Wednesday,3:30:00 PM,4:20:00 PM,"Mar 30, 2026","Jun 3, 2026",hs_natural,43,intro,PHYSICS-43S-LEC-07,True
43S,PHYSICS,STEMentors in Physics 43,1,1,2025-2026 Spring,4,LEC,10,4,Thornton 207,Wednesday,12:30:00 PM,1:20:00 PM,"Mar 30, 2026","Jun 3, 2026",hs_natural,43,intro,PHYSICS-43S-LEC-04,True
43S,PHYSICS,STEMentors in Physics 43,1,1,2025-2026 Spring,10,LEC,10,1,Thornton 208,Wednesday,4:30:00 PM,5:20:00 PM,"Mar 30, 2026","Jun 3, 2026",hs_natural,43,intro,PHYSICS-43S-LEC-10,True
43S,PHYSICS,STEMentors in Physics 43,1,1,2025-2026 Spring,1,LEC,10,5,Thornton 208,Wednesday,9:30:00 AM,10:20:00 AM,"Mar 30, 2026","Jun 3, 2026",hs_natural,43,intro,PHYSICS-43S-LEC-01,True
44,PHYSICS,Electricity and Magnetism Lab,1,1,2025-2026 Spring,1,LAB,80,39,,,,,"Mar 30, 2026","Jun 3, 2026",hs_natural,44,intro,PHYSICS-44-LAB-01,True
